Accident_ID,Date_Time,Location,Severity,Weather_Condition,Road_Condition,Vehicle_Type,Driver_Age,Casualties_Count,Cause_of_Accident
572,5/9/2023 1:17,Ahmedabad,Moderate,Clear,Wet,Bike,40,2,Speeding
573,11/22/2023 2:40,Kolkata,Severe,Rainy,Dry,Bicycle,38,2,Bad Road Condition
574,6/20/2024 17:03,Pune,Severe,Snowy,Potholes,Bus,24,5,Drunk Driving
575,7/14/2023 4:02,Bangalore,Moderate,Snowy,Wet,Auto Rickshaw,41,2,Red Light Violation
576,4/11/2023 8:12,Hyderabad,Minor,Rainy,Under Construction,Auto Rickshaw,31,2,Weather
577,3/18/2023 23:06,Pune,Moderate,Rainy,Icy,Bicycle,20,5,Overtaking
578,6/30/2024 22:00,Bangalore,Minor,Windy,Icy,Car,23,1,Drunk Driving
579,2/29/2024 8:08,Mumbai,Moderate,Snowy,Under Construction,Car,19,0,Drunk Driving
580,12/4/2023 7:17,Kolkata,Minor,Clear,Icy,Bike,34,0,Brake Failure
581,2/8/2023 18:15,Pune,Minor,Clear,Icy,Bike,55,2,Brake Failure
582,11/18/2024 10:30,Delhi,Minor,Rainy,Wet,Truck,29,0,Bad Road Condition
583,10/4/2023 21:50,Mumbai,Minor,Clear,Icy,Auto Rickshaw,43,3,Speeding
584,3/16/2023 20:13,Bangalore,Minor,Snowy,Potholes,Bicycle,57,0,Speeding
585,4/13/2023 15:25,Delhi,Minor,Foggy,Under Construction,Truck,62,2,Bad Road Condition
586,1/18/2023 9:42,Kolkata,Minor,Windy,Icy,Bike,37,1,Weather
587,3/31/2023 4:30,Chennai,Moderate,Rainy,Under Construction,Car,59,4,Speeding
588,6/2/2023 3:11,Kolkata,Severe,Rainy,Potholes,Car,58,0,Overtaking
589,9/6/2023 21:03,Kolkata,Minor,Foggy,Under Construction,Bike,22,4,Overtaking
590,9/3/2023 22:43,Kolkata,Moderate,Clear,Potholes,Bicycle,31,5,Bad Road Condition
591,3/30/2024 6:53,Delhi,Minor,Windy,Dry,Bike,46,2,Overtaking
592,3/11/2024 16:09,Pune,Minor,Foggy,Icy,Auto Rickshaw,28,1,Red Light Violation
593,10/24/2023 23:38,Delhi,Minor,Clear,Wet,Bus,47,4,Drunk Driving
594,9/18/2024 7:08,Kolkata,Severe,Snowy,Wet,Car,43,4,Bad Road Condition
595,6/24/2024 18:44,Pune,Moderate,Snowy,Potholes,Bus,53,5,Drunk Driving
596,8/3/2024 16:04,Hyderabad,Severe,Clear,Potholes,Car,34,0,Speeding
597,12/3/2023 12:49,Pune,Minor,Windy,Icy,Bike,50,1,Red Light Violation
598,10/16/2024 12:08,Kolkata,Minor,Clear,Potholes,Bicycle,21,0,Red Light Violation
599,4/12/2023 11:10,Hyderabad,Severe,Snowy,Dry,Bike,31,4,Red Light Violation
600,3/21/2024 1:24,Pune,Minor,Windy,Under Construction,Auto Rickshaw,40,2,Brake Failure
601,7/9/2023 10:24,Delhi,Severe,Snowy,Potholes,Auto Rickshaw,35,1,Overtaking
602,7/23/2023 5:15,Delhi,Minor,Rainy,Wet,Truck,43,4,Drunk Driving
603,5/24/2023 3:42,Pune,Minor,Rainy,Wet,Bicycle,61,4,Drunk Driving
604,9/3/2023 9:38,Chennai,Moderate,Rainy,Potholes,Bike,63,3,Red Light Violation
605,10/10/2023 2:38,Ahmedabad,Severe,Windy,Icy,Bike,42,1,Drunk Driving
606,1/21/2023 4:28,Mumbai,Moderate,Clear,Wet,Bus,18,4,Drunk Driving
607,4/17/2024 15:12,Delhi,Moderate,Windy,Potholes,Bus,47,2,Bad Road Condition
608,11/30/2023 7:14,Hyderabad,Severe,Snowy,Dry,Car,30,2,Brake Failure
609,8/22/2024 0:20,Mumbai,Severe,Snowy,Wet,Truck,60,5,Brake Failure
610,5/23/2024 0:10,Bangalore,Moderate,Windy,Dry,Auto Rickshaw,60,0,Red Light Violation
611,11/5/2024 15:45,Kolkata,Severe,Rainy,Under Construction,Truck,61,0,Bad Road Condition
612,7/24/2023 6:27,Delhi,Severe,Foggy,Icy,Truck,34,5,Drunk Driving
613,10/23/2023 5:32,Kolkata,Minor,Snowy,Icy,Bicycle,39,2,Brake Failure
614,10/25/2024 23:44,Chennai,Minor,Snowy,Icy,Bike,38,5,Brake Failure
615,4/24/2023 19:05,Kolkata,Moderate,Snowy,Dry,Truck,24,1,Brake Failure
616,8/2/2023 12:04,Pune,Minor,Windy,Dry,Truck,29,1,Overtaking
617,3/17/2023 13:22,Mumbai,Severe,Clear,Under Construction,Bike,35,4,Bad Road Condition
618,12/10/2023 16:35,Bangalore,Moderate,Clear,Dry,Auto Rickshaw,44,2,Drunk Driving
619,8/9/2023 1:02,Delhi,Moderate,Clear,Potholes,Auto Rickshaw,27,5,Speeding
620,5/18/2024 7:49,Delhi,Severe,Snowy,Wet,Truck,37,1,Overtaking
621,2/5/2023 23:04,Ahmedabad,Minor,Foggy,Dry,Truck,52,5,Bad Road Condition
622,5/11/2023 13:19,Mumbai,Moderate,Foggy,Under Construction,Bicycle,49,1,Drunk Driving
623,5/13/2024 14:33,Kolkata,Minor,Snowy,Icy,Bus,45,2,Bad Road Condition
624,5/1/2023 10:12,Chennai,Severe,Foggy,Potholes,Bike,64,2,Bad Road Condition
625,5/1/2023 12:41,Bangalore,Moderate,Clear,Icy,Truck,44,1,Drunk Driving
626,4/29/2024 19:17,Delhi,Severe,Foggy,Potholes,Bicycle,39,4,Speeding
627,5/23/2024 7:07,Pune,Minor,Windy,Icy,Bike,26,4,Red Light Violation
628,7/15/2023 7:45,Pune,Minor,Snowy,Icy,Truck,35,0,Weather
629,4/4/2024 0:03,Delhi,Moderate,Snowy,Icy,Bus,65,2,Brake Failure
630,10/13/2023 14:36,Hyderabad,Minor,Snowy,Potholes,Bike,34,1,Speeding
631,6/21/2024 19:37,Mumbai,Moderate,Clear,Dry,Bicycle,39,5,Speeding
632,1/18/2024 4:48,Ahmedabad,Moderate,Clear,Potholes,Bicycle,38,0,Weather
633,1/27/2023 18:35,Delhi,Moderate,Rainy,Potholes,Bicycle,27,1,Brake Failure
634,4/14/2024 23:41,Mumbai,Minor,Rainy,Wet,Bus,55,5,Drunk Driving
635,12/18/2024 3:49,Hyderabad,Minor,Foggy,Potholes,Bike,56,5,Brake Failure
636,11/7/2023 3:50,Hyderabad,Severe,Clear,Potholes,Car,18,1,Bad Road Condition
637,1/15/2023 23:13,Mumbai,Moderate,Foggy,Under Construction,Car,24,2,Red Light Violation
638,7/26/2023 1:56,Mumbai,Severe,Windy,Dry,Truck,37,0,Drunk Driving
639,12/28/2023 7:34,Pune,Moderate,Windy,Wet,Car,59,5,Speeding
640,2/18/2023 18:12,Ahmedabad,Moderate,Windy,Potholes,Auto Rickshaw,22,1,Drunk Driving
641,5/14/2023 2:57,Hyderabad,Moderate,Rainy,Icy,Bike,19,1,Overtaking
642,10/3/2024 14:06,Bangalore,Moderate,Windy,Dry,Bicycle,34,4,Overtaking
643,10/4/2023 3:04,Hyderabad,Minor,Snowy,Icy,Truck,27,5,Speeding
644,9/11/2023 12:05,Bangalore,Moderate,Windy,Dry,Truck,22,2,Bad Road Condition
645,12/21/2024 7:45,Kolkata,Severe,Windy,Dry,Bike,33,0,Bad Road Condition
646,2/21/2023 5:24,Ahmedabad,Severe,Snowy,Potholes,Truck,56,1,Drunk Driving
647,11/23/2023 12:50,Ahmedabad,Severe,Rainy,Potholes,Auto Rickshaw,59,1,Weather
648,8/27/2023 0:08,Hyderabad,Moderate,Rainy,Wet,Auto Rickshaw,47,0,Weather
649,7/1/2023 23:27,Kolkata,Severe,Foggy,Under Construction,Bicycle,33,3,Overtaking
650,10/30/2023 12:39,Hyderabad,Minor,Clear,Icy,Bike,31,2,Overtaking
651,10/25/2024 12:39,Bangalore,Severe,Clear,Under Construction,Car,31,5,Brake Failure
652,12/17/2024 14:45,Ahmedabad,Moderate,Windy,Dry,Truck,63,2,Speeding
653,10/8/2024 17:01,Pune,Severe,Snowy,Icy,Truck,18,1,Weather
654,7/27/2023 10:09,Delhi,Severe,Snowy,Icy,Auto Rickshaw,39,5,Red Light Violation
655,6/15/2023 2:56,Bangalore,Minor,Clear,Dry,Car,20,4,Speeding
656,11/23/2023 15:35,Pune,Minor,Rainy,Under Construction,Bike,32,0,Speeding
657,4/21/2023 3:24,Delhi,Moderate,Windy,Wet,Bike,20,2,Brake Failure
658,1/21/2024 22:48,Ahmedabad,Minor,Clear,Wet,Auto Rickshaw,47,3,Speeding
659,7/12/2024 2:56,Hyderabad,Severe,Clear,Potholes,Truck,54,3,Brake Failure
660,3/2/2023 2:13,Delhi,Minor,Snowy,Potholes,Auto Rickshaw,30,2,Weather
661,8/20/2024 15:27,Pune,Moderate,Foggy,Wet,Bus,26,3,Weather
662,2/23/2024 13:38,Kolkata,Moderate,Windy,Icy,Auto Rickshaw,58,5,Weather
663,11/15/2024 6:40,Kolkata,Severe,Snowy,Under Construction,Auto Rickshaw,36,4,Weather
664,10/25/2024 1:05,Ahmedabad,Minor,Snowy,Under Construction,Bike,38,2,Speeding
665,12/3/2023 15:12,Pune,Severe,Clear,Icy,Bike,38,2,Brake Failure
666,10/28/2023 7:35,Pune,Severe,Rainy,Dry,Truck,39,4,Brake Failure
667,2/19/2024 13:31,Hyderabad,Moderate,Foggy,Under Construction,Auto Rickshaw,30,4,Weather
668,3/20/2024 13:14,Chennai,Severe,Rainy,Wet,Auto Rickshaw,61,5,Overtaking
669,10/31/2024 22:59,Mumbai,Minor,Windy,Icy,Bike,64,5,Red Light Violation
670,11/21/2024 11:17,Delhi,Moderate,Snowy,Icy,Bus,48,3,Speeding
671,9/14/2024 4:13,Mumbai,Minor,Snowy,Potholes,Truck,27,5,Brake Failure
672,1/11/2023 10:34,Kolkata,Severe,Foggy,Under Construction,Bus,31,4,Overtaking
673,8/13/2024 4:02,Kolkata,Moderate,Foggy,Under Construction,Bike,22,5,Drunk Driving
674,11/8/2023 21:08,Pune,Moderate,Clear,Icy,Auto Rickshaw,36,1,Brake Failure
675,12/16/2024 18:53,Delhi,Moderate,Clear,Under Construction,Truck,58,0,Overtaking
676,12/11/2024 10:33,Ahmedabad,Minor,Rainy,Wet,Auto Rickshaw,29,1,Red Light Violation
677,11/6/2024 12:27,Kolkata,Severe,Foggy,Icy,Bus,38,4,Drunk Driving
678,2/28/2023 23:49,Hyderabad,Severe,Foggy,Icy,Car,44,2,Red Light Violation
679,10/29/2023 8:25,Chennai,Minor,Snowy,Wet,Bus,30,0,Drunk Driving
680,10/24/2024 2:11,Delhi,Moderate,Foggy,Under Construction,Bicycle,43,1,Overtaking
681,6/19/2023 18:05,Ahmedabad,Severe,Snowy,Wet,Auto Rickshaw,19,0,Bad Road Condition
682,2/25/2024 1:44,Kolkata,Minor,Clear,Dry,Bicycle,62,3,Weather
683,12/28/2024 15:31,Mumbai,Moderate,Foggy,Dry,Bike,63,1,Red Light Violation
684,9/6/2024 1:56,Chennai,Minor,Clear,Potholes,Bike,28,3,Drunk Driving
685,2/21/2023 2:38,Mumbai,Moderate,Rainy,Dry,Bicycle,25,5,Bad Road Condition
686,7/27/2023 23:11,Mumbai,Severe,Foggy,Dry,Bicycle,20,5,Weather
687,7/29/2023 19:46,Bangalore,Minor,Rainy,Under Construction,Car,18,3,Drunk Driving
688,5/5/2024 18:06,Chennai,Moderate,Rainy,Dry,Auto Rickshaw,34,5,Brake Failure
689,1/11/2023 5:37,Delhi,Severe,Windy,Dry,Bus,30,0,Drunk Driving
690,4/11/2023 6:13,Kolkata,Severe,Clear,Under Construction,Auto Rickshaw,60,1,Red Light Violation
691,6/12/2024 15:38,Delhi,Moderate,Foggy,Dry,Bicycle,24,4,Bad Road Condition
692,9/21/2024 18:13,Bangalore,Severe,Clear,Wet,Bicycle,50,0,Overtaking
693,7/7/2024 11:43,Chennai,Moderate,Clear,Under Construction,Auto Rickshaw,51,3,Bad Road Condition
694,10/14/2024 0:17,Chennai,Minor,Snowy,Wet,Bus,54,3,Brake Failure
695,6/28/2023 19:09,Chennai,Moderate,Clear,Potholes,Car,48,3,Weather
696,1/6/2023 21:40,Kolkata,Severe,Rainy,Dry,Bicycle,36,1,Drunk Driving
697,1/4/2023 12:14,Pune,Minor,Snowy,Dry,Bike,33,5,Overtaking
698,11/16/2024 4:22,Mumbai,Severe,Rainy,Icy,Auto Rickshaw,38,3,Weather
699,11/14/2024 0:52,Delhi,Moderate,Windy,Potholes,Bus,34,3,Bad Road Condition
700,6/23/2024 16:52,Ahmedabad,Moderate,Snowy,Potholes,Car,64,1,Drunk Driving
701,8/21/2024 8:20,Bangalore,Moderate,Clear,Dry,Truck,20,4,Bad Road Condition
702,8/1/2024 9:33,Pune,Minor,Clear,Under Construction,Bicycle,52,4,Bad Road Condition
703,6/20/2024 1:47,Mumbai,Minor,Foggy,Potholes,Car,21,4,Drunk Driving
704,1/3/2024 18:45,Pune,Minor,Windy,Dry,Bus,52,3,Overtaking
705,2/15/2024 4:37,Delhi,Moderate,Clear,Potholes,Truck,57,2,Overtaking
706,2/28/2024 1:50,Chennai,Minor,Rainy,Wet,Truck,51,1,Weather
707,7/29/2023 19:47,Mumbai,Minor,Foggy,Icy,Truck,20,3,Bad Road Condition
708,10/4/2023 21:03,Ahmedabad,Moderate,Foggy,Icy,Bicycle,43,5,Weather
709,10/31/2023 23:57,Mumbai,Moderate,Rainy,Icy,Car,19,4,Weather
710,4/7/2023 2:56,Chennai,Moderate,Clear,Dry,Truck,44,2,Drunk Driving
711,12/14/2024 10:41,Hyderabad,Moderate,Foggy,Icy,Car,40,4,Bad Road Condition
712,12/21/2024 19:36,Hyderabad,Minor,Windy,Potholes,Bike,21,4,Brake Failure
713,5/14/2024 11:37,Pune,Severe,Snowy,Under Construction,Bike,60,4,Speeding
714,4/13/2023 9:01,Ahmedabad,Severe,Snowy,Dry,Car,59,0,Weather
715,3/27/2023 20:25,Delhi,Moderate,Foggy,Wet,Bus,53,1,Brake Failure
716,9/30/2024 3:02,Mumbai,Severe,Clear,Wet,Truck,20,1,Drunk Driving
717,4/20/2023 19:02,Kolkata,Minor,Rainy,Under Construction,Bus,26,5,Drunk Driving
718,6/28/2024 1:01,Kolkata,Minor,Foggy,Potholes,Bus,58,5,Speeding
719,8/5/2023 3:28,Chennai,Moderate,Windy,Under Construction,Truck,56,3,Speeding
720,9/11/2024 8:11,Hyderabad,Minor,Foggy,Wet,Car,49,1,Overtaking
721,8/27/2024 5:31,Mumbai,Minor,Rainy,Dry,Bus,19,3,Overtaking
722,2/17/2023 13:11,Hyderabad,Severe,Clear,Under Construction,Truck,55,2,Overtaking
723,12/3/2024 7:46,Bangalore,Moderate,Rainy,Icy,Bicycle,50,3,Overtaking
724,8/6/2024 23:15,Kolkata,Minor,Clear,Icy,Auto Rickshaw,52,5,Bad Road Condition
725,5/23/2024 7:46,Bangalore,Minor,Windy,Wet,Car,25,5,Brake Failure
726,5/1/2024 17:14,Chennai,Minor,Rainy,Wet,Bike,23,4,Drunk Driving
727,12/8/2024 16:12,Delhi,Moderate,Windy,Dry,Bicycle,40,4,Brake Failure
728,5/17/2023 4:47,Hyderabad,Minor,Windy,Wet,Bike,18,3,Overtaking
729,2/12/2023 16:14,Pune,Minor,Clear,Potholes,Bicycle,37,4,Red Light Violation
730,8/26/2024 5:39,Delhi,Minor,Snowy,Icy,Bike,41,5,Bad Road Condition
731,6/3/2023 17:10,Bangalore,Moderate,Foggy,Icy,Car,23,0,Bad Road Condition
732,4/16/2023 4:56,Delhi,Severe,Foggy,Dry,Bicycle,25,1,Weather
733,4/20/2023 17:01,Pune,Minor,Windy,Dry,Bike,31,1,Red Light Violation
734,1/6/2024 7:01,Mumbai,Severe,Foggy,Under Construction,Bicycle,38,0,Weather
735,4/27/2023 6:35,Kolkata,Minor,Snowy,Icy,Bicycle,24,1,Red Light Violation
736,1/2/2024 22:25,Bangalore,Minor,Windy,Wet,Bicycle,60,1,Bad Road Condition
737,1/15/2023 18:54,Kolkata,Minor,Clear,Dry,Bus,44,0,Drunk Driving
738,9/16/2023 18:31,Delhi,Minor,Clear,Dry,Bicycle,25,2,Brake Failure
739,5/14/2024 19:54,Ahmedabad,Minor,Clear,Under Construction,Auto Rickshaw,33,0,Drunk Driving
740,10/7/2023 2:58,Chennai,Severe,Snowy,Under Construction,Bicycle,48,2,Speeding
741,8/18/2024 3:04,Kolkata,Severe,Clear,Under Construction,Truck,29,4,Drunk Driving
742,6/29/2023 6:16,Delhi,Minor,Clear,Icy,Bike,27,3,Red Light Violation
743,7/3/2024 19:10,Delhi,Severe,Foggy,Icy,Auto Rickshaw,19,2,Bad Road Condition
744,8/16/2024 13:01,Mumbai,Severe,Clear,Icy,Bike,53,4,Bad Road Condition
745,7/2/2023 4:41,Pune,Minor,Clear,Dry,Bike,22,3,Red Light Violation
746,2/24/2023 2:23,Hyderabad,Moderate,Rainy,Wet,Car,49,3,Overtaking
747,5/17/2023 2:36,Delhi,Severe,Snowy,Potholes,Bike,20,2,Weather
748,10/13/2023 21:20,Mumbai,Minor,Foggy,Potholes,Bus,52,5,Red Light Violation
749,4/12/2023 7:55,Bangalore,Moderate,Foggy,Potholes,Car,56,0,Bad Road Condition
750,1/9/2023 18:32,Pune,Moderate,Rainy,Wet,Bus,18,1,Red Light Violation
751,7/31/2024 8:07,Bangalore,Severe,Rainy,Under Construction,Bicycle,25,3,Drunk Driving
752,1/30/2024 21:18,Pune,Minor,Snowy,Dry,Car,39,4,Brake Failure
753,12/29/2024 7:06,Ahmedabad,Minor,Rainy,Icy,Bus,52,3,Bad Road Condition
754,10/4/2024 13:52,Delhi,Moderate,Foggy,Wet,Car,36,4,Brake Failure
755,7/18/2023 15:39,Hyderabad,Moderate,Windy,Wet,Bicycle,29,0,Speeding
756,6/21/2023 16:03,Ahmedabad,Moderate,Clear,Wet,Auto Rickshaw,55,1,Brake Failure
757,11/5/2023 23:52,Ahmedabad,Moderate,Clear,Potholes,Auto Rickshaw,20,5,Drunk Driving
758,8/23/2024 16:57,Pune,Moderate,Windy,Icy,Bicycle,37,2,Bad Road Condition
759,8/6/2023 7:48,Ahmedabad,Severe,Rainy,Potholes,Truck,60,3,Drunk Driving
760,6/16/2024 19:00,Bangalore,Minor,Snowy,Under Construction,Bus,27,4,Drunk Driving
761,1/12/2024 1:08,Bangalore,Moderate,Rainy,Wet,Bike,31,0,Weather
762,9/12/2023 0:50,Delhi,Minor,Snowy,Potholes,Bike,26,5,Bad Road Condition
763,10/17/2024 9:33,Ahmedabad,Severe,Clear,Potholes,Bike,44,1,Drunk Driving
764,3/17/2023 19:41,Ahmedabad,Minor,Foggy,Under Construction,Bus,29,0,Red Light Violation
765,8/11/2024 5:14,Mumbai,Severe,Foggy,Under Construction,Auto Rickshaw,53,3,Brake Failure
766,1/1/2023 20:46,Bangalore,Moderate,Clear,Dry,Car,30,3,Bad Road Condition
767,4/21/2024 16:30,Chennai,Moderate,Snowy,Wet,Car,34,3,Overtaking
768,6/28/2023 10:22,Mumbai,Minor,Foggy,Dry,Truck,43,4,Bad Road Condition
769,10/14/2024 13:14,Pune,Minor,Windy,Potholes,Bike,30,4,Overtaking
770,10/6/2024 9:21,Kolkata,Moderate,Foggy,Wet,Bus,23,3,Brake Failure
771,9/30/2024 20:52,Pune,Severe,Rainy,Dry,Bicycle,41,0,Weather
772,5/4/2024 23:07,Pune,Severe,Clear,Under Construction,Bicycle,41,4,Drunk Driving
773,9/23/2024 5:54,Delhi,Severe,Clear,Wet,Bike,52,3,Drunk Driving
774,12/19/2023 11:13,Pune,Minor,Clear,Wet,Bus,36,5,Drunk Driving
775,11/14/2023 3:56,Delhi,Minor,Foggy,Potholes,Bicycle,37,2,Drunk Driving
776,5/3/2023 19:37,Delhi,Severe,Rainy,Wet,Bike,26,1,Weather
777,1/11/2023 6:39,Kolkata,Severe,Rainy,Wet,Bus,18,2,Bad Road Condition
778,5/11/2023 5:54,Ahmedabad,Minor,Snowy,Dry,Bicycle,38,1,Drunk Driving
779,8/15/2023 19:36,Ahmedabad,Minor,Foggy,Dry,Car,23,0,Bad Road Condition
780,9/2/2024 10:37,Bangalore,Moderate,Snowy,Under Construction,Auto Rickshaw,37,1,Weather
781,11/14/2024 19:51,Bangalore,Severe,Snowy,Potholes,Auto Rickshaw,44,0,Weather
782,8/9/2024 17:54,Ahmedabad,Moderate,Windy,Potholes,Bike,47,1,Speeding
783,4/3/2023 11:06,Chennai,Minor,Foggy,Under Construction,Bicycle,35,0,Weather
784,12/26/2023 8:09,Chennai,Minor,Clear,Potholes,Truck,24,2,Red Light Violation
785,6/15/2024 17:36,Pune,Severe,Windy,Dry,Auto Rickshaw,32,4,Red Light Violation
786,11/20/2023 2:50,Chennai,Severe,Windy,Wet,Car,54,4,Red Light Violation
787,7/1/2024 23:45,Bangalore,Minor,Clear,Icy,Bicycle,58,5,Speeding
788,8/4/2023 12:58,Ahmedabad,Severe,Clear,Wet,Bus,32,5,Weather
789,12/20/2024 12:51,Pune,Severe,Foggy,Dry,Auto Rickshaw,50,3,Drunk Driving
790,10/13/2024 15:15,Ahmedabad,Moderate,Foggy,Wet,Truck,46,2,Speeding
791,3/9/2024 9:54,Kolkata,Severe,Windy,Potholes,Bus,33,2,Red Light Violation
792,9/8/2023 8:33,Chennai,Minor,Windy,Icy,Auto Rickshaw,57,0,Red Light Violation
793,9/11/2024 17:37,Chennai,Moderate,Rainy,Under Construction,Car,58,1,Overtaking
794,7/14/2024 21:52,Kolkata,Severe,Clear,Potholes,Bike,41,0,Speeding
795,11/8/2023 15:36,Delhi,Severe,Clear,Potholes,Car,55,3,Brake Failure
796,5/12/2024 21:16,Ahmedabad,Minor,Snowy,Wet,Bus,52,2,Drunk Driving
797,9/12/2024 22:04,Bangalore,Minor,Snowy,Icy,Truck,22,0,Overtaking
798,4/11/2024 20:22,Ahmedabad,Moderate,Rainy,Potholes,Bus,27,4,Speeding
799,3/1/2023 0:26,Pune,Moderate,Clear,Icy,Truck,27,2,Red Light Violation
800,9/21/2023 23:55,Bangalore,Severe,Snowy,Icy,Bus,65,2,Drunk Driving
801,1/26/2024 20:26,Bangalore,Minor,Rainy,Dry,Car,50,1,Brake Failure
802,2/23/2024 11:53,Pune,Severe,Rainy,Dry,Bus,34,1,Bad Road Condition
803,12/7/2024 13:19,Hyderabad,Minor,Clear,Wet,Auto Rickshaw,22,1,Speeding
804,11/23/2024 11:23,Bangalore,Minor,Clear,Icy,Bicycle,19,3,Brake Failure
805,12/18/2024 6:05,Hyderabad,Severe,Clear,Under Construction,Bicycle,51,3,Bad Road Condition
806,7/6/2023 15:04,Mumbai,Severe,Clear,Potholes,Auto Rickshaw,26,5,Red Light Violation
807,8/13/2024 22:05,Kolkata,Minor,Rainy,Icy,Car,60,0,Weather
808,6/24/2024 14:12,Bangalore,Moderate,Snowy,Icy,Bike,18,1,Brake Failure
809,10/22/2023 10:15,Chennai,Severe,Clear,Icy,Truck,40,3,Speeding
810,11/18/2023 5:24,Hyderabad,Moderate,Foggy,Wet,Auto Rickshaw,45,4,Bad Road Condition
811,11/23/2024 4:28,Pune,Severe,Rainy,Icy,Bicycle,24,4,Weather
812,1/17/2023 10:31,Bangalore,Severe,Snowy,Under Construction,Auto Rickshaw,54,5,Brake Failure
813,7/15/2024 8:03,Hyderabad,Moderate,Foggy,Under Construction,Auto Rickshaw,50,5,Drunk Driving
814,2/3/2023 19:39,Mumbai,Moderate,Windy,Potholes,Car,64,3,Drunk Driving
815,12/11/2023 17:02,Ahmedabad,Severe,Rainy,Wet,Bicycle,39,1,Brake Failure
816,12/26/2023 7:22,Hyderabad,Minor,Snowy,Potholes,Auto Rickshaw,42,4,Drunk Driving
817,8/7/2023 23:57,Chennai,Moderate,Snowy,Under Construction,Bus,19,4,Speeding
818,6/2/2024 8:59,Ahmedabad,Moderate,Foggy,Under Construction,Truck,37,5,Weather
819,9/7/2023 20:43,Mumbai,Minor,Rainy,Icy,Bus,52,4,Red Light Violation
820,4/7/2024 21:01,Bangalore,Severe,Rainy,Dry,Auto Rickshaw,42,1,Weather
821,11/29/2023 23:33,Mumbai,Moderate,Clear,Wet,Bike,21,1,Brake Failure
822,12/16/2023 0:58,Pune,Minor,Windy,Under Construction,Truck,47,2,Weather
823,1/19/2023 22:42,Ahmedabad,Minor,Foggy,Under Construction,Truck,23,3,Speeding
824,1/16/2024 6:39,Bangalore,Moderate,Foggy,Wet,Truck,26,2,Overtaking
825,9/13/2024 15:19,Mumbai,Severe,Snowy,Under Construction,Auto Rickshaw,24,5,Speeding
826,11/5/2023 5:09,Pune,Moderate,Foggy,Potholes,Bus,24,5,Red Light Violation
827,4/29/2023 16:48,Bangalore,Severe,Windy,Dry,Car,29,5,Drunk Driving
828,1/23/2023 11:17,Mumbai,Minor,Windy,Potholes,Bicycle,51,5,Bad Road Condition
829,7/1/2023 12:05,Pune,Severe,Clear,Under Construction,Car,65,5,Speeding
830,9/28/2023 8:33,Ahmedabad,Minor,Snowy,Dry,Car,59,0,Weather
831,4/14/2023 1:17,Chennai,Severe,Snowy,Potholes,Car,58,2,Overtaking
832,1/25/2023 14:14,Kolkata,Moderate,Foggy,Under Construction,Bike,39,3,Overtaking
833,9/3/2024 23:39,Pune,Moderate,Foggy,Under Construction,Bike,25,0,Brake Failure
834,2/13/2023 23:21,Bangalore,Moderate,Snowy,Dry,Truck,31,5,Bad Road Condition
835,4/23/2024 11:36,Mumbai,Moderate,Rainy,Wet,Bus,19,1,Red Light Violation
836,2/6/2024 21:59,Kolkata,Moderate,Snowy,Under Construction,Bicycle,26,5,Brake Failure
837,8/5/2024 0:27,Chennai,Severe,Rainy,Dry,Bike,30,2,Bad Road Condition
838,4/9/2024 21:29,Mumbai,Severe,Clear,Wet,Auto Rickshaw,43,1,Red Light Violation
839,10/24/2023 7:18,Hyderabad,Severe,Clear,Dry,Truck,32,1,Overtaking
840,9/26/2024 23:05,Bangalore,Severe,Snowy,Potholes,Bike,64,2,Brake Failure
841,1/8/2024 4:35,Ahmedabad,Moderate,Clear,Wet,Bicycle,43,2,Speeding
842,7/5/2024 11:40,Ahmedabad,Minor,Rainy,Under Construction,Bike,46,2,Weather
843,5/22/2023 2:37,Ahmedabad,Severe,Foggy,Icy,Auto Rickshaw,61,4,Bad Road Condition
844,8/26/2024 17:47,Kolkata,Minor,Windy,Under Construction,Bicycle,55,3,Red Light Violation
845,4/23/2024 16:25,Kolkata,Severe,Foggy,Wet,Bicycle,36,2,Red Light Violation
846,5/21/2023 10:12,Delhi,Minor,Foggy,Icy,Bus,27,4,Overtaking
847,4/29/2023 7:42,Hyderabad,Severe,Foggy,Icy,Bus,38,3,Weather
848,7/3/2024 6:25,Chennai,Minor,Foggy,Wet,Bicycle,30,0,Weather
849,5/28/2024 9:46,Pune,Severe,Foggy,Under Construction,Bus,34,5,Brake Failure
850,12/26/2024 11:20,Kolkata,Minor,Clear,Potholes,Truck,37,0,Speeding
851,8/18/2024 2:08,Chennai,Minor,Snowy,Dry,Car,44,5,Drunk Driving
852,4/12/2024 14:43,Delhi,Moderate,Rainy,Icy,Bicycle,21,2,Drunk Driving
853,12/11/2023 10:19,Ahmedabad,Minor,Windy,Icy,Auto Rickshaw,60,5,Brake Failure
854,3/6/2024 0:43,Chennai,Severe,Clear,Dry,Bike,42,2,Red Light Violation
855,1/24/2023 5:51,Ahmedabad,Severe,Rainy,Potholes,Auto Rickshaw,35,0,Overtaking
856,7/25/2023 6:04,Hyderabad,Moderate,Snowy,Icy,Auto Rickshaw,33,3,Weather
857,6/9/2023 5:05,Pune,Moderate,Snowy,Wet,Bus,65,0,Brake Failure
858,9/20/2024 20:48,Chennai,Moderate,Windy,Dry,Bike,34,2,Red Light Violation
